ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Original-Title,full_text,keywords
0385254520,keeper n me,richard wagamese,1994,anchor canada,http://images.amazon.com/images/P/0385254520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385254520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385254520.01.LZZZZZZZ.jpg,Keeper n' Me,keeper n me richard wagamese,[]
0060170441,eat smart think smart how to use nutrients and supplements to achieve maximum mental and physical performance,robert haas,1994,harpercollins,http://images.amazon.com/images/P/0060170441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060170441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060170441.01.LZZZZZZZ.jpg,"Eat Smart, Think Smart: How to Use Nutrients and Supplements to Achieve Maximum Mental and Physical Performance",eat smart think smart how to use nutrients and supplements to achieve maximum mental and physical performance robert haas,"['performance', 'think', 'physical', 'robert haas', 'eat', 'smart use', 'physical performance', 'smart think', 'maximum mental', 'nutrients supplements', 'supplements achieve', 'use nutrients']"
0590431536,the girl in the window,wilma yeo,1995,scholastic paperbacks mm,http://images.amazon.com/images/P/0590431536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590431536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590431536.01.LZZZZZZZ.jpg,The Girl in the Window,the girl in the window wilma yeo,[]
0712646221,negaholics,scott,1991,not avail,http://images.amazon.com/images/P/0712646221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0712646221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0712646221.01.LZZZZZZZ.jpg,Negaholics,negaholics scott,[]
0749318368,suddenly,barbara delinsky,1995,mandarin,http://images.amazon.com/images/P/0749318368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749318368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749318368.01.LZZZZZZZ.jpg,Suddenly,suddenly barbara delinsky,[]
0515122491,the maze,catherine coulter,1998,jove books,http://images.amazon.com/images/P/0515122491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515122491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515122491.01.LZZZZZZZ.jpg,The Maze,the maze catherine coulter,[]
051512902X,after dark,jayne castle,2000,jove books,http://images.amazon.com/images/P/051512902X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512902X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512902X.01.LZZZZZZZ.jpg,After Dark,after dark jayne castle,[]
0812530314,the grey beginning,barbara michaels,1992,tor books,http://images.amazon.com/images/P/0812530314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812530314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812530314.01.LZZZZZZZ.jpg,The Grey Beginning,the grey beginning barbara michaels,[]
0552138223,the cat who came in from the cold,deric longden,1992,acacia press inc,http://images.amazon.com/images/P/0552138223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552138223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552138223.01.LZZZZZZZ.jpg,The Cat Who Came in from the Cold,the cat who came in from the cold deric longden,[]
0515131091,out of this world,j d robb,2001,jove books,http://images.amazon.com/images/P/0515131091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131091.01.LZZZZZZZ.jpg,Out of This World,out of this world j d robb,[]
0380791382,out of time a casey jones mystery casey jones mysteries,katy munger,1998,avon,http://images.amazon.com/images/P/0380791382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380791382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380791382.01.LZZZZZZZ.jpg,Out of Time : A Casey Jones Mystery (Casey Jones Mysteries),out of time a casey jones mystery casey jones mysteries katy munger,"['time', 'jones', 'munger', 'katy', 'mystery', 'mysteries', 'katy munger', 'jones mystery', 'casey', 'jones mysteries', 'mysteries katy', 'time casey']"
0091880955,the luberon garden,alex dingwallmain,2002,ebury press,http://images.amazon.com/images/P/0091880955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0091880955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0091880955.01.LZZZZZZZ.jpg,The Luberon Garden,the luberon garden alex dingwallmain,[]
0563537329,the mind map book millennium edition,tony buzan,2000,bbc consumer publishing,http://images.amazon.com/images/P/0563537329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0563537329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0563537329.01.LZZZZZZZ.jpg,The Mind Map Book: Millennium Edition,the mind map book millennium edition tony buzan,"['tony', 'edition', 'millennium', 'mind', 'edition tony', 'buzan', 'tony buzan', 'book', 'map', 'book millennium', 'map book', 'mind map']"
8401427177,vieja sirena la,jose luis sampedro,1998,plaza amp janes editores sa,http://images.amazon.com/images/P/8401427177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401427177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401427177.01.LZZZZZZZ.jpg,"Vieja Sirena, La",vieja sirena la jose luis sampedro,[]
8435015521,justine el cuarteto de alejandria i,lawrence durrell,1999,edhasa,http://images.amazon.com/images/P/8435015521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8435015521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8435015521.01.LZZZZZZZ.jpg,Justine - El Cuarteto de Alejandria I,justine el cuarteto de alejandria i lawrence durrell,[]
0140265686,out to canaan the mitford years,jan karon,1998,viking books,http://images.amazon.com/images/P/0140265686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140265686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140265686.01.LZZZZZZZ.jpg,Out to Canaan (The Mitford Years),out to canaan the mitford years jan karon,[]
0140257934,these high green hills the mitford years,jan karon,1997,viking books,http://images.amazon.com/images/P/0140257934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140257934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140257934.01.LZZZZZZZ.jpg,"These High, Green Hills (The Mitford Years)",these high green hills the mitford years jan karon,"['green', 'years', 'high', 'high green', 'jan', 'years jan', 'karon', 'jan karon', 'mitford', 'green hills', 'mitford years', 'hills mitford']"
0140254544,a light in the window the mitford years,jan karon,1996,penguin books,http://images.amazon.com/images/P/0140254544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg,A Light in the Window (The Mitford Years),a light in the window the mitford years jan karon,[]
0446603708,clays ark,octavia e butler,1996,warner books,http://images.amazon.com/images/P/0446603708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603708.01.LZZZZZZZ.jpg,Clay's Ark,clays ark octavia e butler,[]
0446606723,wild seed,octavia e butler,1999,aspect,http://images.amazon.com/images/P/0446606723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606723.01.LZZZZZZZ.jpg,Wild Seed,wild seed octavia e butler,[]
0451524934,1984,george orwell,1990,signet book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg,1984,1984 george orwell,[]
0679721819,mama day vintage contemporaries,gloria naylor,1989,vintage books usa,http://images.amazon.com/images/P/0679721819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679721819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679721819.01.LZZZZZZZ.jpg,Mama Day (Vintage Contemporaries),mama day vintage contemporaries gloria naylor,[]
0345392825,reviving ophelia saving the selves of adolescent girls ballantine readers circle,mary pipher,1995,ballantine books,http://images.amazon.com/images/P/0345392825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345392825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345392825.01.LZZZZZZZ.jpg,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),reviving ophelia saving the selves of adolescent girls ballantine readers circle mary pipher,"['reviving', 'saving', 'selves', 'mary', 'pipher', 'circle mary', 'girls', 'readers circle', 'ballantine', 'adolescent', 'ballantine readers', 'reviving ophelia']"
0060182792,anam cara a book of celtic wisdom,john odonohue,1997,harpercollins,http://images.amazon.com/images/P/0060182792.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060182792.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060182792.01.LZZZZZZZ.jpg,Anam Cara : A Book of Celtic Wisdom,anam cara a book of celtic wisdom john odonohue,"['john', 'odonohue', 'wisdom', 'anam', 'book', 'cara', 'john odonohue', 'wisdom john', 'celtic', 'anam cara', 'celtic wisdom', 'book celtic']"
0393038440,gods chinese son the taiping heavenly kingdom of hong xiuquan,jonathan d spence,1996,w w norton amp company,http://images.amazon.com/images/P/0393038440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393038440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393038440.01.LZZZZZZZ.jpg,God's Chinese Son: The Taiping Heavenly Kingdom of Hong Xiuquan,gods chinese son the taiping heavenly kingdom of hong xiuquan jonathan d spence,"['son', 'jonathan', 'taiping', 'spence', 'chinese', 'jonathan spence', 'gods', 'heavenly', 'hong', 'kingdom hong', 'heavenly kingdom', 'xiuquan']"
0737020121,cooking for yourself williamssonoma lifestyles vol 12 no 20,janet kessel fletcher,1999,timelife books,http://images.amazon.com/images/P/0737020121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0737020121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0737020121.01.LZZZZZZZ.jpg,"Cooking for Yourself (Williams-Sonoma Lifestyles , Vol 12, No 20)",cooking for yourself williamssonoma lifestyles vol 12 no 20 janet kessel fletcher,"['vol', 'vol 12', '12 20', 'kessel', 'fletcher', '20 janet', 'williamssonoma', 'lifestyles', 'janet kessel', 'cooking', 'williamssonoma lifestyles', 'cooking williamssonoma']"
0679745645,other voices other rooms vintage international,truman capote,1994,vintage books usa,http://images.amazon.com/images/P/0679745645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745645.01.LZZZZZZZ.jpg,"Other Voices, Other Rooms (Vintage International)",other voices other rooms vintage international truman capote,[]
1569470901,rebuilding coventry a tale of two cities,sue townsend,1997,soho press,http://images.amazon.com/images/P/1569470901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569470901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569470901.01.LZZZZZZZ.jpg,Rebuilding Coventry: A Tale of Two Cities,rebuilding coventry a tale of two cities sue townsend,[]
0671027123,all through the night holiday classics,mary higgins clark,1999,pocket,http://images.amazon.com/images/P/0671027123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027123.01.LZZZZZZZ.jpg,All Through the Night (Holiday Classics),all through the night holiday classics mary higgins clark,[]
0375412972,yeats is dead a mystery by 15 irish writers,roddy doyle,2001,alfred a knopf,http://images.amazon.com/images/P/0375412972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412972.01.LZZZZZZZ.jpg,Yeats Is Dead! A Mystery by 15 Irish Writers,yeats is dead a mystery by 15 irish writers roddy doyle,"['15', 'roddy', 'dead', 'mystery', 'writers', 'irish', '15 irish', 'writers roddy', 'yeats', 'dead mystery', 'doyle', 'yeats dead']"
0449225151,a place called freedom,ken follett,1996,fawcett books,http://images.amazon.com/images/P/0449225151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449225151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449225151.01.LZZZZZZZ.jpg,A Place Called Freedom,a place called freedom ken follett,[]
0590449737,body battles,rita golden gelman,1992,scholastic,http://images.amazon.com/images/P/0590449737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590449737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590449737.01.LZZZZZZZ.jpg,Body Battles,body battles rita golden gelman,[]
0892816562,the complete i ching the definitive translation by the taoist master alfred huang,alfred huang,1998,inner traditions international,http://images.amazon.com/images/P/0892816562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892816562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892816562.01.LZZZZZZZ.jpg,The Complete I Ching: The Definitive Translation by the Taoist Master Alfred Huang,the complete i ching the definitive translation by the taoist master alfred huang alfred huang,"['master', 'complete', 'definitive', 'alfred', 'translation', 'master alfred', 'definitive translation', 'ching', 'complete ching', 'taoist', 'alfred huang', 'translation taoist']"
8440691475,el poder curativo de la mente,tulku thondup rinpoche,2000,ediciones b,http://images.amazon.com/images/P/8440691475.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8440691475.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8440691475.01.LZZZZZZZ.jpg,El Poder Curativo de La Mente,el poder curativo de la mente tulku thondup rinpoche,"['la', 'poder', 'el', 'mente', 'la mente', 'thondup', 'rinpoche', 'curativo', 'tulku', 'poder curativo', 'thondup rinpoche', 'mente tulku']"
8466307982,la joven de la perla,tracy chevalier,2002,santillana usa publishing company,http://images.amazon.com/images/P/8466307982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466307982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466307982.01.LZZZZZZZ.jpg,La joven de la perla,la joven de la perla tracy chevalier,[]
0765342405,enders shadow,orson scott card,2002,starscape books,http://images.amazon.com/images/P/0765342405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765342405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765342405.01.LZZZZZZZ.jpg,Ender's Shadow,enders shadow orson scott card,[]
844062719X,maestro cantor,orson scott card,1993,ediciones b,http://images.amazon.com/images/P/844062719X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/844062719X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/844062719X.01.LZZZZZZZ.jpg,Maestro Cantor,maestro cantor orson scott card,[]
8420441732,ventajas de viajar en tren,antonio orejudo,2000,alfaguara,http://images.amazon.com/images/P/8420441732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420441732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420441732.01.LZZZZZZZ.jpg,Ventajas de viajar en tren,ventajas de viajar en tren antonio orejudo,[]
0345350499,the mists of avalon,marion zimmer bradley,1987,del rey,http://images.amazon.com/images/P/0345350499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg,The Mists of Avalon,the mists of avalon marion zimmer bradley,[]
844507119X,fahrenheit 451 td,ray bradbury,1997,minotauro,http://images.amazon.com/images/P/844507119X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/844507119X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/844507119X.01.LZZZZZZZ.jpg,Fahrenheit 451 - T.D. -,fahrenheit 451 td ray bradbury,[]
0689837070,tithe,holly black,2003,simon amp schuster trade division,http://images.amazon.com/images/P/0689837070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689837070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689837070.01.LZZZZZZZ.jpg,Tithe,tithe holly black,[]
0671041177,immortal buffy the vampire slayer buffy the vampire slayer,christopher golden,1999,simon spotlight entertainment,http://images.amazon.com/images/P/0671041177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671041177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671041177.01.LZZZZZZZ.jpg,Immortal: Buffy the Vampire Slayer (Buffy The Vampire Slayer),immortal buffy the vampire slayer buffy the vampire slayer christopher golden,"['slayer', 'immortal', 'golden', 'christopher', 'vampire', 'vampire slayer', 'slayer christopher', 'christopher golden', 'slayer buffy', 'buffy', 'buffy vampire', 'immortal buffy']"
8466300708,manana en la batalla piensa en mi bolsillo,javier marias,2001,suma de letras,http://images.amazon.com/images/P/8466300708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466300708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466300708.01.LZZZZZZZ.jpg,Manana En La Batalla Piensa En Mi - Bolsillo,manana en la batalla piensa en mi bolsillo javier marias,"['mi', 'la', 'en', 'bolsillo', 'javier', 'en la', 'piensa', 'manana', 'batalla', 'javier marias', 'marias', 'batalla piensa']"
0312976275,hot six a stephanie plum novel a stephanie plum novel,janet evanovich,2001,st martins paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),hot six a stephanie plum novel a stephanie plum novel janet evanovich,"['hot', 'novel', 'evanovich', 'janet', 'stephanie', 'janet evanovich', 'plum', 'hot stephanie', 'novel janet', 'plum novel', 'novel stephanie', 'stephanie plum']"
0767905180,jemima j a novel about ugly ducklings and swans,jane green,2001,broadway books,http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg,Jemima J: A Novel About Ugly Ducklings and Swans,jemima j a novel about ugly ducklings and swans jane green,"['green', 'jane', 'ugly', 'novel', 'jane green', 'swans', 'jemima', 'ducklings', 'ducklings swans', 'novel ugly', 'jemima novel', 'ugly ducklings']"
0743482891,now you see her,linda howard,2003,pocket books,http://images.amazon.com/images/P/0743482891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743482891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743482891.01.LZZZZZZZ.jpg,Now You See Her,now you see her linda howard,[]
037383232X,sweet promise,janet dailey,1991,harlequin,http://images.amazon.com/images/P/037383232X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037383232X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037383232X.01.LZZZZZZZ.jpg,Sweet Promise,sweet promise janet dailey,[]
1551666200,sarahs child hardcover,linda howard,2000,mira,http://images.amazon.com/images/P/1551666200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666200.01.LZZZZZZZ.jpg,Sarah'S Child - Hardcover,sarahs child hardcover linda howard,[]
0373242328,the perfect neighbor the macgregors the macgregors special edition series no 1232,nora roberts,1999,silhouette,http://images.amazon.com/images/P/0373242328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373242328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373242328.01.LZZZZZZZ.jpg,"The Perfect Neighbor (The Macgregors) (The Macgregors : Special Edition Series, No 1232)",the perfect neighbor the macgregors the macgregors special edition series no 1232 nora roberts,"['roberts', '1232', 'special', 'perfect', 'series 1232', 'nora roberts', 'neighbor', 'edition series', 'nora', 'perfect neighbor', 'macgregors macgregors', 'macgregors special']"
0373709102,that cowboys kids home on the ranch harlequin superromance no 910,debra salonen,2000,harlequin,http://images.amazon.com/images/P/0373709102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373709102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373709102.01.LZZZZZZZ.jpg,"That Cowboy'S Kids (Home On The Ranch) (Harlequin Superromance, No. 910)",that cowboys kids home on the ranch harlequin superromance no 910 debra salonen,"['salonen', 'kids', '910', 'superromance', 'debra', 'debra salonen', 'superromance 910', 'kids home', 'harlequin', 'harlequin superromance', 'cowboys', 'home ranch']"
0517077744,sandra brown three complete novels,sandra brown,1992,wings,http://images.amazon.com/images/P/0517077744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517077744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517077744.01.LZZZZZZZ.jpg,Sandra Brown: Three Complete Novels,sandra brown three complete novels sandra brown,[]
0449210197,crows,charles dickinson,1986,fawcett books,http://images.amazon.com/images/P/0449210197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449210197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449210197.01.LZZZZZZZ.jpg,Crows,crows charles dickinson,[]
0373709617,coming home to you harlequin super romance no 961,fay robinson,2001,harlequin,http://images.amazon.com/images/P/0373709617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373709617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373709617.01.LZZZZZZZ.jpg,"Coming Home To You (Harlequin Super Romance, No 961)",coming home to you harlequin super romance no 961 fay robinson,"['super', '961', 'romance', 'coming', 'home', 'robinson', 'super romance', '961 fay', 'harlequin', 'coming home', 'fay robinson', 'harlequin super']"
0373510225,sullivans woman 22 nora roberts language of love on 22,nora roberts,1992,silhouette,http://images.amazon.com/images/P/0373510225.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373510225.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373510225.01.LZZZZZZZ.jpg,"Sullivan'S Woman #22 (Nora Roberts : Language of Love, on 22)",sullivans woman 22 nora roberts language of love on 22 nora roberts,"['22', 'language', 'love', 'roberts', 'sullivans', 'woman', 'love 22', 'language love', 'roberts language', 'woman 22', 'nora', 'sullivans woman']"
0373301529,mustang man western lovers 4,lee magner,1998,harlequin,http://images.amazon.com/images/P/0373301529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373301529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373301529.01.LZZZZZZZ.jpg,"Mustang Man (Western Lovers, 4)",mustang man western lovers 4 lee magner,[]
0373273193,racing against time cavanaugh justice intimate moments,marie ferrarella,2003,silhouette,http://images.amazon.com/images/P/0373273193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373273193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373273193.01.LZZZZZZZ.jpg,Racing Against Time : Cavanaugh Justice (Intimate Moments),racing against time cavanaugh justice intimate moments marie ferrarella,"['racing', 'moments', 'time', 'intimate', 'marie', 'racing time', 'ferrarella', 'moments marie', 'cavanaugh', 'marie ferrarella', 'justice intimate', 'cavanaugh justice']"
0373301626,his and hers ranchin dads harlequin western lovers,pamela bauer,1987,harlequin,http://images.amazon.com/images/P/0373301626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373301626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373301626.01.LZZZZZZZ.jpg,His and Hers: Ranchin' Dads (Harlequin - Western Lovers),his and hers ranchin dads harlequin western lovers pamela bauer,"['lovers', 'dads', 'western', 'bauer', 'harlequin', 'ranchin', 'pamela', 'pamela bauer', 'lovers pamela', 'harlequin western', 'dads harlequin', 'ranchin dads']"
0373271867,that kind of girl silhouette intimate moments no 1116,kim mckade,2001,silhouette,http://images.amazon.com/images/P/0373271867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373271867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373271867.01.LZZZZZZZ.jpg,"That Kind Of Girl (Silhouette Intimate Moments, No. 1116)",that kind of girl silhouette intimate moments no 1116 kim mckade,"['kind', '1116', 'moments', 'moments 1116', 'intimate', 'kind girl', 'silhouette', 'mckade', 'silhouette intimate', 'girl silhouette', '1116 kim', 'kim mckade']"
0373240228,fall of shane mackade the mackade brothers silhouette special edition no 1022,nora roberts,1996,silhouette,http://images.amazon.com/images/P/0373240228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373240228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373240228.01.LZZZZZZZ.jpg,"Fall Of Shane Mackade (The Mackade Brothers) (Silhouette Special Edition, No 1022)",fall of shane mackade the mackade brothers silhouette special edition no 1022 nora roberts,"['special', 'roberts', 'shane', '1022', 'fall', 'silhouette special', 'fall shane', 'edition 1022', 'nora', 'brothers silhouette', 'mackade', 'mackade mackade']"
059035342X,harry potter and the sorcerers stone harry potter paperback,j k rowling,1999,arthur a levine books,http://images.amazon.com/images/P/059035342X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.LZZZZZZZ.jpg,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),harry potter and the sorcerers stone harry potter paperback j k rowling,"['stone', 'sorcerers', 'harry', 'stone harry', 'sorcerers stone', 'paperback', 'rowling', 'potter sorcerers', 'potter', 'harry potter', 'paperback rowling', 'potter paperback']"
0373764146,tycoons temptation silhouette desire no 1414,katherine garbera,2002,silhouette,http://images.amazon.com/images/P/0373764146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373764146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373764146.01.LZZZZZZZ.jpg,"Tycoon'S Temptation (Silhouette Desire, No. 1414)",tycoons temptation silhouette desire no 1414 katherine garbera,"['1414', 'desire', 'garbera', '1414 katherine', 'katherine', 'temptation', 'silhouette', 'katherine garbera', 'desire 1414', 'tycoons', 'tycoons temptation', 'temptation silhouette']"
037325928X,walk on the wild side harlequin temptation no 828,donna kauffman,2001,harlequin,http://images.amazon.com/images/P/037325928X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037325928X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037325928X.01.LZZZZZZZ.jpg,"Walk On The Wild Side (Harlequin Temptation, No 828)",walk on the wild side harlequin temptation no 828 donna kauffman,"['828', 'kauffman', 'wild', 'walk', 'donna', '828 donna', 'harlequin', 'temptation', 'donna kauffman', 'walk wild', 'harlequin temptation', 'temptation 828']"
0446529788,a kiss remembered a classic love story,sandra brown,2002,warner books,http://images.amazon.com/images/P/0446529788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446529788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446529788.01.LZZZZZZZ.jpg,A Kiss Remembered: A Classic Love Story,a kiss remembered a classic love story sandra brown,"['classic', 'remembered', 'brown', 'story', 'love', 'remembered classic', 'classic love', 'kiss', 'sandra', 'kiss remembered', 'sandra brown', 'story sandra']"
044652767X,seduction by design,sandra brown,2001,warner books,http://images.amazon.com/images/P/044652767X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044652767X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044652767X.01.LZZZZZZZ.jpg,Seduction by Design,seduction by design sandra brown,[]
0743246918,silent nightall through the night two christmas novels,mary higgins clark,2002,simon amp schuster,http://images.amazon.com/images/P/0743246918.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743246918.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743246918.01.LZZZZZZZ.jpg,Silent Night/All Through the Night : Two Christmas Novels,silent nightall through the night two christmas novels mary higgins clark,"['silent', 'christmas', 'higgins', 'nightall', 'clark', 'nightall night', 'novels', 'higgins clark', 'mary higgins', 'night christmas', 'novels mary', 'christmas novels']"
