ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,full_text,keywords
006052779X,charlottes web book and charm charming classics,e b white,2003.0,harperfestival,http://images.amazon.com/images/P/006052779X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006052779X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg,charlottes web book and charm charming classics e b white,"['white', 'web', 'charming', 'charm', 'charm charming', 'web book', 'classics white', 'charlottes']"
0060563079,peter pan the original story peter pan,j m barrie,2003.0,harperfestival,http://images.amazon.com/images/P/0060563079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060563079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg,peter pan the original story peter pan j m barrie,"['original', 'story', 'original story', 'pan', 'peter', 'barrie', 'pan original', 'story peter']"
0060809027,my friend flicka,mary ohara,1988.0,perennial,http://images.amazon.com/images/P/0060809027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg,my friend flicka mary ohara,[]
0061040967,the last hero a discworld fable discworld novels hardcover,terry pratchett,2001.0,harpercollins,http://images.amazon.com/images/P/0061040967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061040967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg,the last hero a discworld fable discworld novels hardcover terry pratchett,"['hero', 'terry', 'novels', 'fable', 'discworld', 'pratchett', 'novels hardcover', 'hero discworld']"
0061050474,jingo a discworld novel discworld seriesterry pratchett,terry pratchett,1998.0,harperprism,http://images.amazon.com/images/P/0061050474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061050474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg,jingo a discworld novel discworld seriesterry pratchett terry pratchett,"['terry', 'seriesterry', 'jingo', 'novel', 'discworld', 'jingo discworld', 'pratchett', 'seriesterry pratchett']"
0061052515,maskerade a novel of discworld pratchett terry discworld series new york ny,terry pratchett,1997.0,harperprism,http://images.amazon.com/images/P/0061052515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061052515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061052515.01.LZZZZZZZ.jpg,maskerade a novel of discworld pratchett terry discworld series new york ny terry pratchett,"['ny', 'new', 'york ny', 'series', 'terry', 'pratchett', 'maskerade novel', 'novel discworld']"
0061052523,interesting times a novel of discworld,terry pratchett,1997.0,harpercollins,http://images.amazon.com/images/P/0061052523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061052523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg,interesting times a novel of discworld terry pratchett,"['interesting', 'times', 'interesting times', 'terry', 'novel', 'discworld', 'pratchett', 'novel discworld']"
0064472264,on the bright side im now the girlfriend of a sex god further confessions of georgia nicolson,louise rennison,2002.0,harpertempest,http://images.amazon.com/images/P/0064472264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064472264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064472264.01.LZZZZZZZ.jpg,on the bright side im now the girlfriend of a sex god further confessions of georgia nicolson louise rennison,"['im', 'bright', 'rennison', 'georgia', 'nicolson', 'louise', 'girlfriend sex', 'god confessions']"
0140620664,mansfield park penguin popular classics,jane austen,1994.0,penguin books ltd,http://images.amazon.com/images/P/0140620664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140620664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg,mansfield park penguin popular classics jane austen,"['popular', 'park', 'jane', 'penguin', 'popular classics', 'park penguin', 'austen', 'mansfield']"
0312148267,the wind in the willows,kenneth grahame,1996.0,st martins press,http://images.amazon.com/images/P/0312148267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312148267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg,the wind in the willows kenneth grahame,[]
0312156960,the winter king a novel of arthur the warlord chronicles i,bernard cornwell,1997.0,st martins griffin,http://images.amazon.com/images/P/0312156960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312156960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg,the winter king a novel of arthur the warlord chronicles i bernard cornwell,"['bernard', 'cornwell', 'winter', 'bernard cornwell', 'chronicles', 'warlord', 'king novel', 'novel arthur']"
0312890044,moonheart newford,charles de lint,1994.0,orb books,http://images.amazon.com/images/P/0312890044.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312890044.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg,moonheart newford charles de lint,[]
034543191X,the king of elflands daughter del rey impact,edward john moreton drax plunkett dunsany,1999.0,del rey books,http://images.amazon.com/images/P/034543191X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543191X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543191X.01.LZZZZZZZ.jpg,the king of elflands daughter del rey impact edward john moreton drax plunkett dunsany,"['moreton', 'edward john', 'plunkett', 'drax', 'dunsany', 'daughter del', 'elflands', 'rey impact']"
0373836023,powder and patch,georgette heyer,2004.0,harlequin,http://images.amazon.com/images/P/0373836023.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373836023.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg,powder and patch georgette heyer,[]
0375751513,the picture of dorian gray modern library paperback,oscar wilde,1998.0,modern library,http://images.amazon.com/images/P/0375751513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375751513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375751513.01.LZZZZZZZ.jpg,the picture of dorian gray modern library paperback oscar wilde,"['picture', 'oscar', 'modern', 'gray', 'modern library', 'dorian', 'library paperback', 'wilde']"
0375801677,the iron giant,ted hughes,1999.0,knopf books for young readers,http://images.amazon.com/images/P/0375801677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375801677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg,the iron giant ted hughes,[]
0375814248,james and the giant peach,roald dahl,2002.0,knopf books for young readers,http://images.amazon.com/images/P/0375814248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375814248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375814248.01.LZZZZZZZ.jpg,james and the giant peach roald dahl,"['giant', 'roald', 'peach', 'james', 'giant peach', 'james giant', 'dahl', 'roald dahl']"
0375823352,the amber spyglass his dark materials book 3,philip pullman,2002.0,knopf books for young readers,http://images.amazon.com/images/P/0375823352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375823352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375823352.01.LZZZZZZZ.jpg,the amber spyglass his dark materials book 3 philip pullman,"['materials', 'dark', 'philip', 'pullman', 'amber', 'spyglass', 'materials book', 'book philip']"
037582345X,the golden compass his dark materials book 1,philip pullman,2002.0,knopf books for young readers,http://images.amazon.com/images/P/037582345X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037582345X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg,the golden compass his dark materials book 1 philip pullman,"['golden', 'materials', 'dark', 'philip', 'pullman', 'materials book', 'compass', 'book philip']"
0375823468,the subtle knife his dark materials book 2,philip pullman,2002.0,knopf books for young readers,http://images.amazon.com/images/P/0375823468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375823468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg,the subtle knife his dark materials book 2 philip pullman,"['subtle', 'materials', 'dark', 'philip', 'knife', 'pullman', 'materials book', 'book philip']"
0380730448,the adrian mole diaries the secret diary of adrian mole aged 13 34 the growing pains of adrian mole,sue townsend,1997.0,perennial,http://images.amazon.com/images/P/0380730448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730448.01.LZZZZZZZ.jpg,the adrian mole diaries the secret diary of adrian mole aged 13 34 the growing pains of adrian mole sue townsend,"['34 growing', 'growing pains', 'secret', 'aged 13', 'sue townsend', 'adrian', 'mole sue', 'diaries']"
0380973839,martian chronicles,ray bradbury,1997.0,william morrow,http://images.amazon.com/images/P/0380973839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380973839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg,martian chronicles ray bradbury,[]
0385327773,the great god pan,donna jo napoli,2003.0,wendy lamb books,http://images.amazon.com/images/P/0385327773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385327773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385327773.01.LZZZZZZZ.jpg,the great god pan donna jo napoli,"['great', 'great god', 'jo', 'pan', 'napoli', 'donna', 'god pan', 'jo napoli']"
0394586239,possession a romance,a s byatt,1990.0,random house inc,http://images.amazon.com/images/P/0394586239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394586239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394586239.01.LZZZZZZZ.jpg,possession a romance a s byatt,[]
0439510112,born confused,tanuja desai hidier,2003.0,push,http://images.amazon.com/images/P/0439510112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439510112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439510112.01.LZZZZZZZ.jpg,born confused tanuja desai hidier,"['confused', 'born', 'hidier', 'born confused', 'desai', 'tanuja', 'confused tanuja', 'desai hidier']"
0440241413,confessions of a shopaholic,sophie kinsella,2003.0,dell,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg,confessions of a shopaholic sophie kinsella,[]
0451409256,making minty malone,isabel wolff,2000.0,onyx books,http://images.amazon.com/images/P/0451409256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg,making minty malone isabel wolff,"['isabel', 'making', 'minty', 'malone', 'wolff', 'making minty', 'isabel wolff', 'malone isabel']"
0451523415,little women signet classic,louisa may alcott,1988.0,signet classics,http://images.amazon.com/images/P/0451523415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg,little women signet classic louisa may alcott,"['classic', 'signet', 'alcott', 'little', 'women signet', 'classic louisa', 'little women', 'louisa alcott']"
0451526279,emma signet classics paperback,jane austen,1996.0,signet classics,http://images.amazon.com/images/P/0451526279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg,emma signet classics paperback jane austen,"['jane', 'signet', 'classics', 'paperback', 'emma', 'classics paperback', 'austen', 'emma signet']"
0451526341,animal farm,george orwell,2004.0,signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg,animal farm george orwell,[]
0486415864,great expectations dover thrift editions,charles dickens,2001.0,dover publications,http://images.amazon.com/images/P/0486415864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486415864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg,great expectations dover thrift editions charles dickens,"['great', 'dover', 'charles', 'expectations', 'thrift', 'editions', 'great expectations', 'charles dickens']"
0553280589,eva luna,isabel allende,1989.0,bantam books,http://images.amazon.com/images/P/0553280589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280589.01.LZZZZZZZ.jpg,eva luna isabel allende,[]
0670035262,the green man tales from the mythic forest,ellen datlow,2002.0,viking juvenile,http://images.amazon.com/images/P/0670035262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670035262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg,the green man tales from the mythic forest ellen datlow,"['man', 'ellen', 'datlow', 'green', 'mythic', 'forest', 'ellen datlow', 'man tales']"
0679423079,nicholas nickleby everymans library,charles dickens,1993.0,alfred a knopf,http://images.amazon.com/images/P/0679423079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679423079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg,nicholas nickleby everymans library charles dickens,"['charles', 'everymans', 'library', 'nicholas', 'nickleby', 'library charles', 'everymans library', 'charles dickens']"
0679751343,angels amp insects two novellas,as byatt,1994.0,vintage,http://images.amazon.com/images/P/0679751343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751343.01.LZZZZZZZ.jpg,angels amp insects two novellas as byatt,"['amp', 'byatt', 'novellas', 'angels amp', 'insects', 'amp insects', 'novellas byatt', 'insects novellas']"
0684833395,catch 22,joseph heller,1996.0,simon amp schuster,http://images.amazon.com/images/P/0684833395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684833395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg,catch 22 joseph heller,[]
0743245024,the forsyte saga the man of property and in chancery,john galsworthy,2002.0,touchstone,http://images.amazon.com/images/P/0743245024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743245024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743245024.01.LZZZZZZZ.jpg,the forsyte saga the man of property and in chancery john galsworthy,"['man', 'saga', 'property', 'john', 'chancery', 'forsyte saga', 'man property', 'john galsworthy']"
0749748001,the enchanted wood,enid blyton,2002.0,egmont childrens books,http://images.amazon.com/images/P/0749748001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749748001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749748001.01.LZZZZZZZ.jpg,the enchanted wood enid blyton,[]
0749748028,the folk of the faraway tree,enid blyton,2002.0,egmont childrens books,http://images.amazon.com/images/P/0749748028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749748028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749748028.01.LZZZZZZZ.jpg,the folk of the faraway tree enid blyton,"['faraway', 'enid', 'tree', 'folk', 'blyton', 'tree enid', 'folk faraway', 'enid blyton']"
0963094424,angels and visitations a miscellany,neil gaiman,1993.0,dreamhaven books,http://images.amazon.com/images/P/0963094424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963094424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0963094424.01.LZZZZZZZ.jpg,angels and visitations a miscellany neil gaiman,"['miscellany', 'neil', 'miscellany neil', 'visitations', 'visitations miscellany', 'angels', 'gaiman', 'neil gaiman']"
1401201172,league of extraordinary gentlemen vol 2 comic,alan moore,2003.0,dc comics,http://images.amazon.com/images/P/1401201172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401201172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401201172.01.LZZZZZZZ.jpg,league of extraordinary gentlemen vol 2 comic alan moore,"['vol', 'league', 'extraordinary', 'alan', 'gentlemen vol', 'comic', 'moore', 'alan moore']"
1563892278,preludes and nocturnes sandman book 1,neil gaiman,1998.0,dc comics,http://images.amazon.com/images/P/1563892278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563892278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg,preludes and nocturnes sandman book 1 neil gaiman,"['nocturnes', 'book', 'preludes', 'neil', 'gaiman', 'book neil', 'preludes nocturnes', 'sandman']"
1563898586,the league of extraordinary gentlemen vol 1,alan moore,2002.0,dc comics,http://images.amazon.com/images/P/1563898586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563898586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563898586.01.LZZZZZZZ.jpg,the league of extraordinary gentlemen vol 1 alan moore,"['vol', 'extraordinary', 'league', 'alan', 'gentlemen', 'league extraordinary', 'moore', 'alan moore']"
156971620X,harlequin valentine,neil gaiman,2002.0,dark horse comics,http://images.amazon.com/images/P/156971620X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156971620X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156971620X.01.LZZZZZZZ.jpg,harlequin valentine neil gaiman,[]
1592571301,alpha teach yourself american sign language in 24 hours alpha teach yourself in 24 hours,trudy suggs,2003.0,alpha books,http://images.amazon.com/images/P/1592571301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1592571301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1592571301.01.LZZZZZZZ.jpg,alpha teach yourself american sign language in 24 hours alpha teach yourself in 24 hours trudy suggs,"['american', 'suggs', 'trudy', '24 hours', 'teach american', 'teach 24', 'hours alpha', 'sign language']"
0374270325,a man in full,tom wolfe,1998.0,farrar straus amp giroux,http://images.amazon.com/images/P/0374270325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374270325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374270325.01.LZZZZZZZ.jpg,a man in full tom wolfe,[]
0375719180,the miracle life of edgar mint a novel,brady udall,2002.0,vintage books usa,http://images.amazon.com/images/P/0375719180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375719180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375719180.01.LZZZZZZZ.jpg,the miracle life of edgar mint a novel brady udall,"['life', 'miracle', 'udall', 'mint', 'brady', 'edgar', 'mint novel', 'novel brady']"
0440235502,october sky a memoir,homer hickam,1999.0,dell,http://images.amazon.com/images/P/0440235502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235502.01.LZZZZZZZ.jpg,october sky a memoir homer hickam,"['memoir', 'hickam', 'october', 'sky', 'homer', 'sky memoir', 'homer hickam', 'october sky']"
044023722X,a painted house,john grisham,2001.0,dell publishing company,http://images.amazon.com/images/P/044023722X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023722X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg,a painted house john grisham,[]
1573225487,the romance reader,pearl abraham,1996.0,riverhead books,http://images.amazon.com/images/P/1573225487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225487.01.LZZZZZZZ.jpg,the romance reader pearl abraham,[]
1853260673,far from the madding crowd wordsworth classics,thomas hardy,1997.0,ntccontemporary publishing company,http://images.amazon.com/images/P/1853260673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260673.01.LZZZZZZZ.jpg,far from the madding crowd wordsworth classics thomas hardy,"['far', 'crowd', 'thomas', 'classics', 'madding', 'far madding', 'wordsworth classics', 'thomas hardy']"
0060977477,the perfect storm a true story of men against the sea,sebastian junger,1999.0,perennial,http://images.amazon.com/images/P/0060977477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977477.01.LZZZZZZZ.jpg,the perfect storm a true story of men against the sea sebastian junger,"['true', 'perfect', 'story', 'junger', 'sea sebastian', 'men sea', 'sebastian junger', 'perfect storm']"
0345391691,the battle for god,karen armstrong,2001.0,ballantine books,http://images.amazon.com/images/P/0345391691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391691.01.LZZZZZZZ.jpg,the battle for god karen armstrong,[]
0520011171,sappho a new translation,mary barnard,1958.0,university of california press,http://images.amazon.com/images/P/0520011171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0520011171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0520011171.01.LZZZZZZZ.jpg,sappho a new translation mary barnard,"['new', 'mary', 'translation', 'barnard', 'sappho', 'sappho new', 'translation mary', 'mary barnard']"
0553278746,the postman bantam classics,david brin,1990.0,spectra books,http://images.amazon.com/images/P/0553278746.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278746.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278746.01.LZZZZZZZ.jpg,the postman bantam classics david brin,"['david', 'brin', 'classics', 'bantam', 'postman', 'david brin', 'bantam classics', 'postman bantam']"
0670856045,the tortilla curtain,t coraghessan boyle,1995.0,viking books,http://images.amazon.com/images/P/0670856045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670856045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670856045.01.LZZZZZZZ.jpg,the tortilla curtain t coraghessan boyle,[]
0872200760,symposium,paul woodruff,1989.0,hackett pub co inc,http://images.amazon.com/images/P/0872200760.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872200760.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872200760.01.LZZZZZZZ.jpg,symposium paul woodruff,[]
0937858994,the whats happening to my body book for boys a growing up guide for parents and sons,lynda madaras,1987.0,w w norton amp co,http://images.amazon.com/images/P/0937858994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0937858994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0937858994.01.LZZZZZZZ.jpg,the whats happening to my body book for boys a growing up guide for parents and sons lynda madaras,"['whats', 'madaras', 'lynda', 'growing guide', 'happening body', 'boys growing', 'guide parents', 'body book']"
0671649949,object affection,stephen mccauley,1988.0,washington square press,http://images.amazon.com/images/P/0671649949.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671649949.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671649949.01.LZZZZZZZ.jpg,object affection stephen mccauley,[]
0590431110,the journey home,isabelle holland,1993.0,scholastic paperbacks mm,http://images.amazon.com/images/P/0590431110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590431110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590431110.01.LZZZZZZZ.jpg,the journey home isabelle holland,[]
0064470113,taking the ferry home,pam conrad,1990.0,harpercollins juvenile books,http://images.amazon.com/images/P/0064470113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064470113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064470113.01.LZZZZZZZ.jpg,taking the ferry home pam conrad,"['taking', 'home', 'pam', 'ferry', 'taking ferry', 'home pam', 'conrad', 'pam conrad']"
0553571486,angel of hope mercy trilogy,lurlene mcdaniel,2000.0,starfire,http://images.amazon.com/images/P/0553571486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571486.01.LZZZZZZZ.jpg,angel of hope mercy trilogy lurlene mcdaniel,"['hope', 'lurlene', 'angel', 'mcdaniel', 'mercy', 'trilogy', 'lurlene mcdaniel', 'mercy trilogy']"
0972044205,the breach,brian kaufman,2002.0,last knight pub co,http://images.amazon.com/images/P/0972044205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0972044205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0972044205.01.LZZZZZZZ.jpg,the breach brian kaufman,[]
0312963009,neanderthal a novel,john darnton,1997.0,st martins press,http://images.amazon.com/images/P/0312963009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312963009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312963009.01.LZZZZZZZ.jpg,neanderthal a novel john darnton,[]
0345430476,a small dark place,martin schenk,1999.0,ballantine books,http://images.amazon.com/images/P/0345430476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345430476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345430476.01.LZZZZZZZ.jpg,a small dark place martin schenk,"['small', 'place', 'dark', 'small dark', 'martin', 'dark place', 'schenk', 'martin schenk']"
0345435869,the rivan codex ancient texts of the belgariad and the malloreon,david eddings,1999.0,del rey,http://images.amazon.com/images/P/0345435869.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435869.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435869.01.LZZZZZZZ.jpg,the rivan codex ancient texts of the belgariad and the malloreon david eddings,"['david', 'eddings', 'rivan', 'texts', 'malloreon', 'ancient', 'codex', 'texts belgariad']"
0380728729,babyhood,paul reiser,1998.0,avon,http://images.amazon.com/images/P/0380728729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380728729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380728729.01.LZZZZZZZ.jpg,babyhood paul reiser,[]
038081840X,years best fantasy years best fantasy,david g hartwell,2001.0,eos,http://images.amazon.com/images/P/038081840X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038081840X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038081840X.01.LZZZZZZZ.jpg,years best fantasy years best fantasy david g hartwell,"['best', 'years', 'david', 'fantasy', 'years best', 'best fantasy', 'hartwell', 'david hartwell']"
0449912302,dave barry in cyberspace,dave barry,1997.0,ballantine books,http://images.amazon.com/images/P/0449912302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449912302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449912302.01.LZZZZZZZ.jpg,dave barry in cyberspace dave barry,[]
055329198X,wolf moon,john r holt,1997.0,bantam,http://images.amazon.com/images/P/055329198X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055329198X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055329198X.01.LZZZZZZZ.jpg,wolf moon john r holt,[]
0671018930,the war in heaven eternal warriors,theodore beale,2000.0,pocket,http://images.amazon.com/images/P/0671018930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671018930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671018930.01.LZZZZZZZ.jpg,the war in heaven eternal warriors theodore beale,"['warriors', 'war', 'heaven', 'theodore', 'beale', 'heaven eternal', 'eternal warriors', 'theodore beale']"
0812541642,waiting,frank m robinson,2000.0,tor books,http://images.amazon.com/images/P/0812541642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812541642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812541642.01.LZZZZZZZ.jpg,waiting frank m robinson,[]
0312988699,nowhere to run,mary jane clark,2004.0,st martins paperbacks,http://images.amazon.com/images/P/0312988699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312988699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312988699.01.LZZZZZZZ.jpg,nowhere to run mary jane clark,[]
