ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Original-Title,full_text,keywords
038533334X,charming billy,alice mcdermott,1999,delta,http://images.amazon.com/images/P/038533334X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg,Charming Billy,charming billy alice mcdermott,[]
0449131548,all the days of my life,hilary bailey,1986,fawcett books,http://images.amazon.com/images/P/0449131548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449131548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449131548.01.LZZZZZZZ.jpg,All the Days of My Life,all the days of my life hilary bailey,[]
0440120470,the dinner party,howard fast,1991,dell publishing company,http://images.amazon.com/images/P/0440120470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440120470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440120470.01.LZZZZZZZ.jpg,The Dinner Party,the dinner party howard fast,[]
0451188209,a palette for murder murder she wrote murder she wrote paperback,jessica fletcher,1996,signet book,http://images.amazon.com/images/P/0451188209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188209.01.LZZZZZZZ.jpg,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),a palette for murder murder she wrote murder she wrote paperback jessica fletcher,"['fletcher', 'wrote', 'palette', 'jessica', 'wrote paperback', 'murder', 'murder murder', 'paperback jessica']"
0440130913,golden cup,belva plain,1987,dell,http://images.amazon.com/images/P/0440130913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440130913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440130913.01.LZZZZZZZ.jpg,Golden Cup,golden cup belva plain,[]
0449001954,murder at the library of congress capital crimes paperback,margaret truman,2001,fawcett books,http://images.amazon.com/images/P/0449001954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449001954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449001954.01.LZZZZZZZ.jpg,Murder at the Library of Congress (Capital Crimes (Paperback)),murder at the library of congress capital crimes paperback margaret truman,"['capital', 'congress capital', 'margaret', 'library', 'crimes', 'truman', 'paperback margaret', 'murder library']"
0345404777,no safe place,richard north patterson,1999,ballantine books,http://images.amazon.com/images/P/0345404777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404777.01.LZZZZZZZ.jpg,No Safe Place,no safe place richard north patterson,"['safe', 'place', 'richard', 'north', 'patterson', 'richard north', 'safe place', 'north patterson']"
0451185277,thorns of truth,eileen goudge,1999,signet book,http://images.amazon.com/images/P/0451185277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185277.01.LZZZZZZZ.jpg,Thorns of Truth,thorns of truth eileen goudge,[]
0440224829,granny dan,danielle steel,2000,random house inc,http://images.amazon.com/images/P/0440224829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224829.01.LZZZZZZZ.jpg,Granny Dan,granny dan danielle steel,[]
0671779338,border bride,arnette lamb,1993,pocket,http://images.amazon.com/images/P/0671779338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671779338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671779338.01.LZZZZZZZ.jpg,Border Bride,border bride arnette lamb,[]
0515134368,the penwyth curse,catherine coulter,2004,jove books,http://images.amazon.com/images/P/0515134368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134368.01.LZZZZZZZ.jpg,The Penwyth Curse,the penwyth curse catherine coulter,[]
0380759497,xanth 15 the color of her panties,piers anthony,1992,eos,http://images.amazon.com/images/P/0380759497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380759497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380759497.01.LZZZZZZZ.jpg,Xanth 15: The Color of Her Panties,xanth 15 the color of her panties piers anthony,"['15', 'panties', 'piers', 'anthony', '15 color', 'color panties', 'piers anthony', 'xanth']"
3442098424,der fããâ¼rst der finsternis roman,anne rice,1992,goldmann,http://images.amazon.com/images/P/3442098424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442098424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442098424.01.LZZZZZZZ.jpg,Der FÃ?ÃÂ¼rst der Finsternis. Roman.,der fããâ¼rst der finsternis roman anne rice,"['fã', 'â¼rst', 'â¼rst der', 'rice', 'anne', 'der finsternis', 'anne rice', 'finsternis roman']"
0394578791,a reporters life,walter cronkite,1996,knopf,http://images.amazon.com/images/P/0394578791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394578791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394578791.01.LZZZZZZZ.jpg,A Reporter's Life,a reporters life walter cronkite,[]
1558505377,jacob marleys christmas carol,tom mula,1995,adams media corp,http://images.amazon.com/images/P/1558505377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558505377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558505377.01.LZZZZZZZ.jpg,Jacob Marley's Christmas Carol,jacob marleys christmas carol tom mula,"['tom', 'christmas', 'mula', 'marleys', 'carol', 'jacob', 'tom mula', 'christmas carol']"
0373245696,practice makes pregnant manhattan multiples silhouette special edition 1569,lois faye dyer,2003,silhouette,http://images.amazon.com/images/P/0373245696.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373245696.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373245696.01.LZZZZZZZ.jpg,"Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569)",practice makes pregnant manhattan multiples silhouette special edition 1569 lois faye dyer,"['1569', 'special', 'lois', 'edition', 'manhattan', 'makes pregnant', 'faye dyer', 'multiples silhouette']"
0743201078,the secret lives of girls what good girls really dosex play aggression and their guilt,sharon lamb,2002,free press,http://images.amazon.com/images/P/0743201078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743201078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743201078.01.LZZZZZZZ.jpg,"The Secret Lives of Girls: What Good Girls Really Do--Sex Play, Aggression, and Their Guilt",the secret lives of girls what good girls really dosex play aggression and their guilt sharon lamb,"['really dosex', 'really', 'play', 'lamb', 'sharon', 'secret lives', 'girls good', 'aggression guilt']"
068983571X,hound of the baskervilles aladdin classics,sir arthur conan doyle,2000,aladdin,http://images.amazon.com/images/P/068983571X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068983571X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068983571X.01.LZZZZZZZ.jpg,Hound of the Baskervilles (Aladdin Classics),hound of the baskervilles aladdin classics sir arthur conan doyle,"['sir', 'classics', 'baskervilles', 'sir arthur', 'conan', 'doyle', 'aladdin', 'hound baskervilles']"
0553256785,sleeping murder,agatha christie,1983,bantam,http://images.amazon.com/images/P/0553256785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553256785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553256785.01.LZZZZZZZ.jpg,SLEEPING MURDER,sleeping murder agatha christie,[]
0892967994,the fractal murders pepper keane mysteries,mark cohen,2004,mysterious press,http://images.amazon.com/images/P/0892967994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892967994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892967994.01.LZZZZZZZ.jpg,The Fractal Murders (Pepper Keane Mysteries),the fractal murders pepper keane mysteries mark cohen,"['pepper', 'mark', 'cohen', 'keane', 'fractal', 'mysteries', 'murders pepper', 'fractal murders']"
0061064505,blowtorch psychocom bone chillers no 18,sherry shahan,1997,harpercollins juvenile books,http://images.amazon.com/images/P/0061064505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061064505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061064505.01.LZZZZZZZ.jpg,"Blowtorch Psycho.Com (Bone Chillers, No 18)",blowtorch psychocom bone chillers no 18 sherry shahan,"['bone', '18', 'shahan', 'psychocom', '18 sherry', 'psychocom bone', 'chillers', 'blowtorch']"
1551668785,final stand,helen myers,2002,mira,http://images.amazon.com/images/P/1551668785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668785.01.LZZZZZZZ.jpg,Final Stand,final stand helen myers,[]
0836230868,christmas a holiday treasury,della rowland,1994,andrews mcmeel publishing,http://images.amazon.com/images/P/0836230868.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836230868.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836230868.01.LZZZZZZZ.jpg,Christmas : A Holiday Treasury,christmas a holiday treasury della rowland,"['rowland', 'della', 'holiday', 'treasury', 'christmas', 'della rowland', 'christmas holiday', 'holiday treasury']"
0381999866,magic house of numbers,irving adler,1974,harpercollins library,http://images.amazon.com/images/P/0381999866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0381999866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0381999866.01.LZZZZZZZ.jpg,Magic House of Numbers.,magic house of numbers irving adler,"['magic', 'house', 'numbers', 'irving', 'house numbers', 'adler', 'magic house', 'irving adler']"
0380817144,lord of the silent a novel of suspense,elizabeth peters,2002,avon,http://images.amazon.com/images/P/0380817144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380817144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380817144.01.LZZZZZZZ.jpg,Lord of the Silent: A Novel of Suspense,lord of the silent a novel of suspense elizabeth peters,"['lord', 'elizabeth', 'novel', 'peters', 'silent', 'suspense', 'elizabeth peters', 'novel suspense']"
0380752115,whisper to me of love,shirlee busbee,1991,harper mass market paperbacks,http://images.amazon.com/images/P/0380752115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380752115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380752115.01.LZZZZZZZ.jpg,Whisper to Me of Love,whisper to me of love shirlee busbee,[]
0553212583,wuthering heights,emily bronte,1983,bantam,http://images.amazon.com/images/P/0553212583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212583.01.LZZZZZZZ.jpg,Wuthering Heights,wuthering heights emily bronte,[]
0446364762,the stars shine down,sidney sheldon,1993,warner books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg,The Stars Shine Down,the stars shine down sidney sheldon,[]
0425166619,toxin,robin cook,1999,berkley publishing group,http://images.amazon.com/images/P/0425166619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425166619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425166619.01.LZZZZZZZ.jpg,Toxin,toxin robin cook,[]
061312975X,this present darkness,frank e peretti,1999,sagebrush bound,http://images.amazon.com/images/P/061312975X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/061312975X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/061312975X.01.LZZZZZZZ.jpg,This Present Darkness,this present darkness frank e peretti,[]
0765341972,the mothman prophecies,john a keel,2002,tor books,http://images.amazon.com/images/P/0765341972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765341972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765341972.01.LZZZZZZZ.jpg,The Mothman Prophecies,the mothman prophecies john a keel,[]
0590514776,meet the stars of buffy the vampire slayer,stefanie scott,1998,scholastic,http://images.amazon.com/images/P/0590514776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590514776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590514776.01.LZZZZZZZ.jpg,Meet the Stars of Buffy the Vampire Slayer,meet the stars of buffy the vampire slayer stefanie scott,"['meet', 'slayer', 'scott', 'stefanie', 'vampire', 'meet stars', 'stefanie scott', 'stars buffy']"
0373037430,rush to the altar twin brides,rebecca winters,2003,harlequin,http://images.amazon.com/images/P/0373037430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373037430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373037430.01.LZZZZZZZ.jpg,Rush to the Altar  (Twin Brides),rush to the altar twin brides rebecca winters,"['rush', 'winters', 'altar', 'twin', 'rush altar', 'brides', 'rebecca', 'rebecca winters']"
0064472779,allamerican girl,meg cabot,2003,harpertrophy,http://images.amazon.com/images/P/0064472779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064472779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064472779.01.LZZZZZZZ.jpg,All-American Girl,allamerican girl meg cabot,[]
0553581279,the silver metal lover,tanith lee,1999,spectra books,http://images.amazon.com/images/P/0553581279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553581279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553581279.01.LZZZZZZZ.jpg,The Silver Metal Lover,the silver metal lover tanith lee,"['lover', 'metal', 'silver', 'silver metal', 'tanith', 'lover tanith', 'lee', 'tanith lee']"
0373750013,the virgins secret marriage the brides of holly springs harlequin american romance no 997,cathy gillen thacker,2003,harlequin,http://images.amazon.com/images/P/0373750013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373750013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373750013.01.LZZZZZZZ.jpg,"The Virgin's Secret Marriage   The Brides Of Holly Springs (Harlequin American Romance, No. 997)",the virgins secret marriage the brides of holly springs harlequin american romance no 997 cathy gillen thacker,"['thacker', 'harlequin american', 'romance', '997 cathy', 'holly springs', 'virgins', 'cathy gillen', 'secret marriage']"
0393030342,a christmas story,richard burton,1991,w w norton amp co inc,http://images.amazon.com/images/P/0393030342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393030342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393030342.01.LZZZZZZZ.jpg,A Christmas Story,a christmas story richard burton,[]
0553561618,dark paradise,tami hoag,1994,bantam,http://images.amazon.com/images/P/0553561618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg,Dark Paradise,dark paradise tami hoag,[]
0312422156,middlesex a novel,jeffrey eugenides,2003,picador,http://images.amazon.com/images/P/0312422156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312422156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312422156.01.LZZZZZZZ.jpg,Middlesex: A Novel,middlesex a novel jeffrey eugenides,[]
0425139069,somebody help me,beverly hastings,1993,berkley publishing group,http://images.amazon.com/images/P/0425139069.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425139069.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425139069.01.LZZZZZZZ.jpg,Somebody Help Me,somebody help me beverly hastings,[]
0450029956,other worlds the comical history of the states and empires of the moon and sun science fiction master series,cyrano de bergerac,1976,new english library,http://images.amazon.com/images/P/0450029956.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0450029956.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0450029956.01.LZZZZZZZ.jpg,Other worlds: The comical history of the states and empires of the moon and sun (Science fiction master series),other worlds the comical history of the states and empires of the moon and sun science fiction master series cyrano de bergerac,"['bergerac', 'series', 'cyrano', 'fiction master', 'history states', 'moon sun', 'worlds comical', 'states empires']"
0130139165,introduction to fire prevention 5th edition,james c robertson,2000,pearson education,http://images.amazon.com/images/P/0130139165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0130139165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0130139165.01.LZZZZZZZ.jpg,Introduction to Fire Prevention (5th Edition),introduction to fire prevention 5th edition james c robertson,"['5th', '5th edition', 'james', 'introduction', 'robertson', 'james robertson', 'prevention', 'introduction prevention']"
0373196741,to catch a sheik desert brides,teresa southwick,2003,silhouette,http://images.amazon.com/images/P/0373196741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373196741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373196741.01.LZZZZZZZ.jpg,To Catch A Sheik  (Desert Brides),to catch a sheik desert brides teresa southwick,"['catch', 'southwick', 'desert', 'sheik', 'brides', 'catch sheik', 'brides teresa', 'teresa southwick']"
0451524489,the awakening and selected stories of kate chopin signet classic,kate chopin,1995,signet book,http://images.amazon.com/images/P/0451524489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524489.01.LZZZZZZZ.jpg,The Awakening and Selected Stories of Kate Chopin (Signet Classic),the awakening and selected stories of kate chopin signet classic kate chopin,"['classic', 'signet', 'stories', 'awakening selected', 'selected stories', 'classic kate', 'chopin', 'kate chopin']"
0140065172,ordinary people,judith guest,1993,penguin books,http://images.amazon.com/images/P/0140065172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140065172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140065172.01.LZZZZZZZ.jpg,Ordinary People,ordinary people judith guest,[]
044022165X,the rainmaker,john grisham,1996,dell,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg,The Rainmaker,the rainmaker john grisham,[]
0373123485,on the tycoons terms do not disturb harlequin presents 2348,sandra field,2003,harlequin,http://images.amazon.com/images/P/0373123485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373123485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373123485.01.LZZZZZZZ.jpg,"On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348)",on the tycoons terms do not disturb harlequin presents 2348 sandra field,"['2348', 'presents', 'field', '2348 sandra', 'sandra field', 'tycoons terms', 'harlequin', 'terms disturb']"
0373123108,sleeping partners nine to five,helen brooks,2003,harlequin,http://images.amazon.com/images/P/0373123108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373123108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373123108.01.LZZZZZZZ.jpg,Sleeping Partners  (Nine to Five),sleeping partners nine to five helen brooks,[]
0590225170,the real mother goose,blanche fisher wright,1994,scholastic,http://images.amazon.com/images/P/0590225170.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590225170.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590225170.01.LZZZZZZZ.jpg,The Real Mother Goose,the real mother goose blanche fisher wright,"['real', 'mother', 'wright', 'real mother', 'blanche', 'goose', 'fisher wright', 'goose blanche']"
044132231X,heathcliff gone fishing,george gately,1985,diamond books ny,http://images.amazon.com/images/P/044132231X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044132231X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044132231X.01.LZZZZZZZ.jpg,Heathcliff Gone Fishing,heathcliff gone fishing george gately,"['gone', 'george', 'gately', 'fishing', 'gone fishing', 'george gately', 'heathcliff gone', 'heathcliff']"
0425124347,the bad place,dean r koontz,1994,berkley publishing group,http://images.amazon.com/images/P/0425124347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.LZZZZZZZ.jpg,The Bad Place,the bad place dean r koontz,[]
0786889705,two for texas,james lee burke,2000,hyperion,http://images.amazon.com/images/P/0786889705.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889705.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889705.01.LZZZZZZZ.jpg,Two for Texas,two for texas james lee burke,[]
0312282990,the amazing adventures of kavalier amp clay,michael chabon,2001,picador,http://images.amazon.com/images/P/0312282990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312282990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312282990.01.LZZZZZZZ.jpg,The Amazing Adventures of Kavalier &amp; Clay,the amazing adventures of kavalier amp clay michael chabon,"['amazing', 'amazing adventures', 'adventures', 'chabon', 'kavalier amp', 'kavalier', 'amp clay', 'clay michael']"
0425137945,greygallows,barbara michaels,1993,berkley publishing group,http://images.amazon.com/images/P/0425137945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425137945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425137945.01.LZZZZZZZ.jpg,Greygallows,greygallows barbara michaels,[]
042512892X,into the darkness,barbara michaels,1996,berkley publishing group,http://images.amazon.com/images/P/042512892X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042512892X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042512892X.01.LZZZZZZZ.jpg,Into the Darkness,into the darkness barbara michaels,[]
0425113892,someone in the house,barbara michaels,1989,berkley publishing group,http://images.amazon.com/images/P/0425113892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425113892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425113892.01.LZZZZZZZ.jpg,Someone in the House,someone in the house barbara michaels,[]
0394820371,the phantom tollbooth,norton juster,1993,yearling books,http://images.amazon.com/images/P/0394820371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394820371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg,The Phantom Tollbooth,the phantom tollbooth norton juster,[]
0449134482,dances with wolves,michael blake,1990,fawcett books,http://images.amazon.com/images/P/0449134482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg,Dances With Wolves,dances with wolves michael blake,[]
014036336X,the house with a clock in its walls,john bellairs,1993,puffin books,http://images.amazon.com/images/P/014036336X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014036336X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014036336X.01.LZZZZZZZ.jpg,The House With a Clock in Its Walls,the house with a clock in its walls john bellairs,"['john', 'walls', 'clock', 'bellairs', 'clock walls', 'house', 'john bellairs', 'house clock']"
0375821813,hoot newbery honor book,carl hiaasen,2002,knopf books for young readers,http://images.amazon.com/images/P/0375821813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375821813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375821813.01.LZZZZZZZ.jpg,Hoot (Newbery Honor Book),hoot newbery honor book carl hiaasen,"['honor', 'carl', 'book', 'hiaasen', 'hoot', 'book carl', 'newbery', 'newbery honor']"
0812516826,catnap a midnight louie mystery a midnight louie mystery,carole nelson douglas,1993,forge books,http://images.amazon.com/images/P/0812516826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812516826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812516826.01.LZZZZZZZ.jpg,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),catnap a midnight louie mystery a midnight louie mystery carole nelson douglas,"['catnap', 'mystery', 'nelson', 'douglas', 'midnight', 'catnap midnight', 'carole', 'louie']"
0345348036,the princess bride s morgensterns classic tale of true love and high adventure,william goldman,1987,del rey,http://images.amazon.com/images/P/0345348036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.LZZZZZZZ.jpg,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,the princess bride s morgensterns classic tale of true love and high adventure william goldman,"['high', 'classic', 'love', 'tale true', 'morgensterns', 'adventure william', 'william goldman', 'bride']"
0679420118,a dangerous place californias unsettling fate images of america,marc reisner,2003,pantheon books,http://images.amazon.com/images/P/0679420118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679420118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679420118.01.LZZZZZZZ.jpg,A Dangerous Place: California's Unsettling Fate (Images of America),a dangerous place californias unsettling fate images of america marc reisner,"['images', 'marc', 'fate images', 'america', 'unsettling fate', 'dangerous place', 'reisner', 'californias unsettling']"
0871137380,black hawk down a story of modern war,mark bowden,1999,atlantic monthly press,http://images.amazon.com/images/P/0871137380.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871137380.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871137380.01.LZZZZZZZ.jpg,Black Hawk Down: A Story of Modern War,black hawk down a story of modern war mark bowden,"['story', 'modern', 'black', 'mark', 'war', 'bowden', 'hawk story', 'mark bowden']"
0741409690,the burberry style,jonathan pearce,2002,infinity publishingcom,http://images.amazon.com/images/P/0741409690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0741409690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0741409690.01.LZZZZZZZ.jpg,The Burberry Style,the burberry style jonathan pearce,[]
0741407213,heavier than air balona books,jonathan pearce,2001,infinity publishingcom,http://images.amazon.com/images/P/0741407213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0741407213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0741407213.01.LZZZZZZZ.jpg,Heavier Than Air (Balona Books),heavier than air balona books jonathan pearce,"['jonathan', 'pearce', 'books', 'heavier', 'balona', 'books jonathan', 'air balona', 'heavier air']"
0759612277,a little honesty trials and triumphs of a prince of balona,jonathan pearce,2001,1stbooks library,http://images.amazon.com/images/P/0759612277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0759612277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0759612277.01.LZZZZZZZ.jpg,A Little Honesty: Trials and Triumphs of a Prince of Balona,a little honesty trials and triumphs of a prince of balona jonathan pearce,"['little', 'jonathan', 'trials triumphs', 'honesty', 'balona', 'prince', 'honesty trials', 'pearce']"
0741402858,the balona klongs,jonathan pearce,1999,buy books on the webcom,http://images.amazon.com/images/P/0741402858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0741402858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0741402858.01.LZZZZZZZ.jpg,The Balona Klongs,the balona klongs jonathan pearce,[]
1585007366,sang froyd balona books,jonathan pearce,1999,1stbooks library,http://images.amazon.com/images/P/1585007366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1585007366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1585007366.01.LZZZZZZZ.jpg,Sang Froyd (Balona Books),sang froyd balona books jonathan pearce,"['jonathan', 'sang', 'books', 'froyd', 'balona', 'books jonathan', 'pearce', 'sang froyd']"
074141127X,the chocolate korndog,jonathan pearce,2002,infinity publishing pa,http://images.amazon.com/images/P/074141127X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074141127X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074141127X.01.LZZZZZZZ.jpg,The Chocolate Korndog,the chocolate korndog jonathan pearce,[]
0741403471,one brick shy,jonathan pearce,2000,infinity publishing pa,http://images.amazon.com/images/P/0741403471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0741403471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0741403471.01.LZZZZZZZ.jpg,One Brick Shy,one brick shy jonathan pearce,[]
